,joy,hate,love,sorrow,anxiety,surprise,anger,expect
拜年  ,1,0,0,0,0,0,0,0
特意  ,0,0,1,0,0,0,0,1
仔细看  ,0,0,1,0,0,0,0,0
大意  ,0,1,0,0,0,0,1,0
逃离  ,1,1,1,1,1,0,0,1
再现  ,1,0,0,0,0,0,0,1
许愿  ,0,0,0,0,0,0,0,1
一瞬  ,0,0,0,1,0,0,0,0
过客  ,0,0,0,1,1,0,0,0
信誓  ,0,0,1,0,0,0,0,0
别无选择  ,0,0,0,1,1,0,0,0
资格  ,1,0,1,0,0,0,0,1
情愫  ,0,0,1,0,1,0,0,0
飞逝  ,0,0,0,1,0,0,0,0
有成  ,1,0,0,0,0,0,0,0
想要  ,1,0,1,0,0,0,0,1
不知所措  ,0,0,0,1,1,1,0,0
坚决  ,1,1,1,0,1,0,0,1
倾诉  ,1,0,1,1,1,0,0,1
要不要  ,0,0,0,0,1,0,0,0
来得及  ,1,0,1,0,1,0,0,1
掉泪  ,0,0,0,1,0,0,0,0
矫情  ,0,1,0,0,0,0,0,0
决然  ,0,0,1,0,1,0,0,0
熙攘  ,1,0,1,0,0,0,0,0
盛大  ,1,0,1,0,0,0,0,0
红肿  ,0,0,0,1,1,0,0,0
哭鼻子  ,0,0,0,1,0,0,0,0
情愿  ,1,0,1,0,0,0,0,1
嘟嘟  ,0,0,0,0,0,0,1,0
阶级斗争  ,0,1,0,0,0,0,0,0
哭笑不得  ,1,1,0,1,1,0,1,0
好不容易  ,1,0,0,1,1,0,0,0
叛逆  ,0,1,1,0,1,0,1,0
改正  ,1,0,1,0,1,0,0,1
见效  ,0,0,1,0,0,0,0,0
重要性  ,0,0,0,0,1,0,0,0
放纵  ,1,1,1,0,1,0,1,0
儿大不由娘  ,0,0,0,1,0,0,0,0
想着  ,0,0,1,0,0,0,0,1
烦躁  ,0,0,0,0,1,0,1,0
该死  ,0,1,0,0,0,0,1,0
烦闷  ,0,1,0,1,1,0,0,0
惹祸  ,0,0,0,0,1,0,1,0
团圆饭  ,0,0,1,0,0,0,0,0
拍马屁  ,0,1,0,0,0,0,0,0
呢！  ,0,0,0,0,1,0,0,0
唉！  ,0,0,0,0,1,0,0,0
得罪人  ,0,0,0,0,1,0,0,0
烦燥  ,0,0,0,0,1,0,0,0
多愁善感  ,0,0,1,1,1,0,0,0
清丽  ,0,0,1,0,0,0,0,0
娟秀  ,0,0,1,0,0,0,0,0
端庄  ,0,0,1,0,0,0,0,0
颠覆  ,0,0,0,1,1,1,0,0
劣行  ,0,1,0,0,0,0,0,0
好色  ,0,1,0,0,0,0,1,0
瞠目结舌  ,0,0,0,0,0,1,0,0
考证  ,0,0,0,0,0,1,0,0
酒鬼  ,0,1,0,0,0,0,0,0
写照  ,0,1,0,0,0,0,0,0
常态  ,0,0,1,0,0,0,0,0
荒淫  ,0,1,0,0,0,0,1,0
不知羞耻  ,0,1,0,0,0,0,1,0
荒唐  ,0,1,0,0,1,0,1,0
不计其数  ,0,0,0,0,0,1,0,0
恐怕有  ,0,0,0,0,0,0,1,0
归类  ,0,0,0,0,0,0,1,0
完人  ,0,0,1,0,0,0,0,1
剥离  ,0,0,1,0,0,0,0,0
神化  ,0,1,0,0,0,0,0,0
还原  ,0,0,1,0,0,0,0,1
有血有肉  ,0,0,1,0,0,0,0,0
妖魔化  ,0,0,0,0,0,0,1,0
哗众取宠  ,0,1,0,0,0,0,1,0
炒作  ,0,1,0,0,0,0,0,0
颠覆性  ,0,0,0,0,0,0,1,0
称帝  ,0,0,0,0,0,0,0,1
野心  ,1,1,1,0,0,0,0,1
赤裸裸  ,0,1,0,0,1,0,1,0
功利  ,0,1,0,1,0,0,0,0
自以  ,0,1,0,0,0,0,0,0
臆测  ,0,0,0,0,0,0,1,0
抄袭  ,0,1,0,0,1,0,1,0
走穴  ,0,1,0,0,0,0,0,0
婚外恋  ,0,1,0,0,0,0,0,0
一夜情  ,0,1,0,0,0,0,0,0
好酒  ,0,1,0,0,0,0,0,0
戏说  ,0,1,0,0,1,0,1,0
先贤  ,0,0,1,0,0,0,0,0
车载斗量  ,0,0,1,0,0,0,0,0
借助  ,0,1,0,0,0,0,0,0
推波助澜  ,1,1,1,0,0,0,1,0
留下  ,1,0,1,1,0,0,0,0
没准  ,0,0,0,0,1,0,0,1
批驳  ,0,1,0,0,0,0,1,1
庆祝  ,1,0,1,0,0,0,0,0
搞掂  ,1,0,0,0,0,0,0,0
新潮  ,0,0,1,0,0,0,0,0
借此机会  ,1,0,0,0,0,0,0,0
郑重  ,1,0,1,0,0,0,0,0
心意  ,0,0,1,0,0,0,0,1
反悔  ,0,0,0,0,1,0,1,0
情人节  ,1,0,1,0,0,0,0,0
懒得  ,0,1,0,0,1,0,1,0
喜酒  ,1,0,1,0,0,0,0,0
好过  ,1,0,1,0,0,0,0,0
也好  ,1,0,1,1,0,0,0,1
云淡  ,1,0,1,0,0,0,0,0
来不及  ,0,0,0,0,1,0,0,0
走掉  ,0,0,0,0,1,0,0,0
永久  ,1,0,1,0,0,0,0,1
傻事  ,0,0,0,0,1,0,1,0
佳节  ,1,0,1,0,0,0,0,0
爱美  ,1,0,1,0,0,0,0,0
出发  ,0,0,0,0,0,0,0,1
释放  ,1,0,1,0,0,0,0,1
落幕  ,0,0,0,1,0,0,0,0
感伤  ,0,0,0,1,1,0,0,0
落泪  ,0,0,0,1,0,0,0,0
释怀  ,1,0,0,0,0,0,0,0
执意  ,1,0,1,0,1,0,0,1
紧抱  ,0,0,1,0,0,0,0,0
大大方方  ,1,0,1,0,0,0,0,0
劝告  ,0,0,1,0,1,0,0,1
互不相让  ,0,0,0,1,0,0,0,0
爱着  ,0,0,1,0,0,0,0,0
诺言  ,1,0,1,0,0,0,0,1
让步  ,1,1,1,1,1,0,0,0
相爱  ,1,0,1,0,0,0,0,0
分开  ,0,0,0,1,1,0,0,0
夫唱妇随  ,1,0,0,0,0,0,0,0
啰嗦  ,0,1,0,0,0,0,1,0
空洞  ,0,1,0,1,1,0,1,0
秘密  ,0,1,1,0,1,0,0,1
打人  ,0,1,0,1,1,0,0,0
反醒  ,0,0,0,0,0,0,1,1
拳头  ,0,1,0,0,0,0,0,0
忍心  ,1,1,1,1,1,0,1,0
好想  ,0,0,1,0,1,0,0,1
不乏其人  ,0,0,0,0,1,0,0,0
外遇  ,0,1,0,0,1,0,1,0
恩爱  ,1,0,1,0,0,0,0,0
欺诈  ,0,1,0,0,1,0,1,0
君子  ,1,0,1,0,0,0,0,0
忠于  ,0,0,1,0,0,0,0,0
纷繁  ,0,1,1,0,1,0,0,0
长相斯守  ,0,0,1,0,0,0,0,0
招惹  ,0,1,0,0,0,0,0,0
取笑  ,0,1,0,1,0,0,0,0
危机感  ,0,0,0,0,1,0,0,0
杂念  ,0,1,0,0,1,0,0,0
烦心事  ,0,0,0,0,1,0,0,0
莫名其妙  ,0,1,0,0,1,1,1,0
发脾气  ,0,0,0,0,1,0,1,0
受不了  ,0,1,0,1,1,0,1,0
取暖  ,1,0,1,0,0,0,0,0
惊醒  ,0,1,0,0,1,1,0,0
小资  ,0,0,1,0,0,0,0,0
恋爱  ,1,0,1,0,0,0,0,0
结婚  ,1,0,1,0,0,0,0,0
独立  ,1,0,1,1,0,0,0,1
哆嗦  ,0,1,0,0,1,0,0,0
摆脱  ,1,1,1,0,1,0,0,1
消瘦  ,0,0,0,1,1,0,0,0
于心不忍  ,0,0,0,1,1,0,0,0
决心  ,0,0,1,0,0,0,0,1
小俩口  ,0,0,1,0,0,0,0,0
唠叨  ,0,1,0,0,1,0,1,0
想再  ,0,0,1,0,0,0,0,1
着想  ,0,0,1,0,1,0,0,0
个性  ,1,0,1,0,0,0,0,0
天长地久  ,1,0,1,0,0,0,0,1
叹息  ,0,1,0,1,1,0,1,0
坦然  ,1,0,1,1,0,0,0,0
体味  ,1,0,1,0,0,0,0,1
草率  ,0,1,0,0,1,0,0,0
筋疲力尽  ,0,0,0,1,0,0,0,0
催促  ,0,1,0,0,1,0,1,1
婚纱  ,0,0,1,0,0,0,0,0
无味  ,0,1,0,1,1,0,0,0
生冷  ,0,0,0,1,0,0,0,0
异样  ,0,1,0,0,1,1,0,0
如约  ,1,0,0,0,0,0,0,1
收拾  ,1,1,1,0,0,0,1,0
抵御  ,0,1,0,0,0,0,0,1
在陪  ,0,0,1,0,0,0,0,0
張盲  ,0,0,0,0,1,0,0,0
繁杂  ,0,1,0,0,1,0,0,0
叫嚣  ,0,1,0,0,0,0,0,0
逃亡  ,0,0,0,1,1,0,0,0
安然  ,1,0,1,0,0,0,0,0
离去  ,0,0,0,1,1,0,0,0
挽留  ,0,0,1,0,1,0,0,1
徒劳  ,0,0,0,1,1,0,0,0
溜走  ,0,1,1,1,1,0,1,0
蓦然  ,0,0,0,0,1,1,0,0
整容  ,0,1,1,0,0,0,1,0
咋办  ,0,0,0,0,1,0,0,0
掀起  ,0,0,0,0,1,0,0,0
风潮  ,0,1,1,0,0,0,0,0
风波  ,0,1,0,0,1,0,0,0
打住  ,1,0,0,0,0,0,0,0
惊雷  ,0,0,0,0,0,1,0,0
熟视无睹  ,0,1,0,0,0,0,0,0
无动  ,0,1,0,0,1,1,0,0
新高潮  ,1,0,0,0,0,0,0,0
一举  ,0,0,1,0,0,0,0,1
俊男靓女  ,0,0,1,0,0,0,0,0
走马灯  ,0,0,0,0,0,1,0,0
激烈  ,0,0,1,0,1,1,0,0
小动作  ,0,1,0,0,0,0,0,0
变脸  ,0,1,0,0,0,0,0,0
估计  ,0,0,0,0,1,0,0,1
针刺  ,0,1,0,0,0,0,0,0
授意  ,0,1,0,0,0,0,0,0
未免  ,0,1,0,0,1,0,0,0
不至于  ,1,1,0,1,1,0,1,0
地步  ,0,1,0,0,0,0,1,0
凭借  ,1,0,0,0,0,0,0,0
招牌  ,0,0,1,0,0,0,0,0
随手  ,1,0,0,0,0,0,0,0
好歹  ,0,1,1,0,1,0,0,0
个人  ,0,0,1,0,0,0,0,0
同情  ,1,0,1,1,1,0,0,1
一辈子  ,1,0,1,1,1,0,0,0
大不了  ,0,0,0,0,0,1,1,0
实话  ,0,0,1,0,0,0,0,0
倒闭  ,0,0,0,1,1,0,0,0
惨淡经营  ,0,0,0,0,1,0,0,0
欢喜  ,1,0,1,0,0,0,0,0
失业者  ,0,0,0,1,0,0,0,0
胡乱  ,0,1,0,0,1,0,1,0
细细的  ,0,0,1,0,0,0,0,0
不禁  ,1,0,1,1,1,0,1,1
生机  ,1,0,1,0,0,0,0,1
明媚  ,0,0,1,0,0,0,0,0
莫名  ,0,0,1,1,1,1,0,0
琐碎  ,0,1,0,1,1,0,0,0
又想  ,0,0,1,0,1,0,0,1
退缩  ,0,1,0,1,1,0,0,0
想好  ,0,0,0,0,0,0,0,1
恍惚  ,1,1,1,1,1,0,0,0
败北  ,0,0,0,0,0,0,1,0
依赖性  ,1,0,1,0,0,0,0,0
肝肠寸断  ,0,0,0,1,0,0,0,0
治愈  ,1,0,0,0,0,0,0,1
落寞  ,0,1,0,1,1,0,0,0
迷路  ,0,0,0,0,1,0,0,0
毒药  ,0,1,0,0,1,0,0,0
颓败  ,0,0,0,0,1,0,0,0
崭新  ,1,0,1,0,0,0,0,1
植物人  ,0,0,0,1,1,0,0,0
平庸  ,0,1,0,1,1,0,1,0
不堪一击  ,0,0,0,1,1,0,0,0
迷茫  ,0,0,0,1,1,0,0,0
孤寂感  ,0,0,0,1,0,0,0,0
情不自禁  ,1,0,1,0,1,0,0,1
飞扬  ,1,0,1,0,0,0,0,0
挥洒  ,1,0,1,0,0,0,0,0
冥想  ,0,0,0,0,0,0,0,1
憧憬  ,1,0,1,0,0,0,0,1
重温  ,1,1,1,0,0,0,0,0
飘荡  ,1,0,1,1,1,0,0,0
舒展  ,1,0,1,0,0,0,0,0
草长莺飞  ,0,0,1,0,0,0,0,0
幽香  ,0,0,1,0,0,0,0,0
烦琐  ,0,0,0,0,1,0,0,0
朝阳  ,1,0,1,0,0,0,0,0
像溪中潺潺流水  ,0,0,1,0,0,0,0,0
直白  ,1,1,1,0,0,0,0,0
超越  ,1,0,1,0,0,0,0,1
清醇  ,0,0,1,0,0,0,0,0
难能可贵  ,0,0,1,0,0,0,0,0
缘份  ,0,0,1,0,0,0,0,0
天涯海角  ,0,0,1,1,1,0,0,0
心灵  ,0,0,1,0,0,0,0,0
高处不胜寒  ,0,0,0,1,1,0,0,0
念头  ,0,0,0,0,0,0,0,1
志向  ,0,0,0,0,0,0,0,1
容忍  ,1,1,1,0,1,0,1,0
碌碌无为  ,0,1,0,1,1,0,0,0
打雪仗  ,1,0,0,0,0,0,0,0
无忧无虑  ,1,0,1,0,0,0,0,0
一去不复返  ,0,0,0,1,1,0,0,0
独自  ,0,0,0,1,1,0,0,0
鼎沸  ,0,0,1,0,0,0,0,0
平步青云  ,1,0,0,0,0,0,0,0
奔头  ,1,0,0,0,0,0,0,1
皎洁  ,0,0,1,0,0,0,0,0
明朗  ,1,0,1,0,0,0,0,0
黯淡  ,0,0,0,1,1,0,0,0
决绝  ,0,1,0,1,1,0,0,0
摇摇欲坠  ,0,0,0,0,1,0,0,0
颤动  ,0,0,0,0,1,0,0,0
会聚  ,1,0,1,0,0,0,0,0
腐蚀  ,0,1,0,0,1,0,0,0
木然  ,0,0,0,1,1,0,0,0
流逝  ,0,0,0,1,1,0,0,0
绚烂  ,0,0,1,0,0,0,0,0
青涩  ,0,0,1,1,1,0,0,0
交往  ,1,0,1,0,0,0,0,1
结识  ,0,0,1,0,0,0,0,0
相识  ,1,0,1,0,0,0,0,0
名胜古迹  ,0,0,1,0,0,0,0,0
畅快  ,1,0,1,0,0,0,0,0
坦诚  ,1,0,1,0,0,0,0,0
抛开  ,1,1,0,0,0,0,1,0
戒备  ,0,0,0,0,1,0,0,1
情意  ,1,0,1,0,0,0,0,0
深入  ,1,0,1,0,0,0,0,0
放飞  ,1,0,1,0,0,0,0,1
相通  ,1,0,1,0,0,0,0,0
荆棘  ,0,1,0,0,1,0,0,0
顺风  ,1,0,1,0,0,0,0,0
顾虑  ,0,0,0,0,1,0,0,0
乞求  ,0,0,0,0,0,0,0,1
想起  ,1,0,1,0,0,0,0,0
回忆  ,1,0,1,1,1,0,0,0
稍纵即逝  ,0,0,0,1,1,0,0,0
不知足  ,0,1,0,0,0,0,0,0
十全十美  ,0,0,1,0,0,0,0,0
令人神往  ,0,0,1,0,0,0,0,1
巨人  ,0,0,1,0,0,1,0,0
明灯  ,0,0,1,0,0,0,0,0
指引  ,0,0,1,0,0,0,0,1
前进  ,1,0,1,0,0,0,0,1
正视  ,1,0,1,0,0,0,0,0
绚丽多彩  ,0,0,1,0,0,0,0,0
富有  ,1,0,1,0,0,0,0,0
丰厚  ,0,0,1,0,0,0,0,0
何不  ,1,0,0,0,0,0,0,1
豁达  ,1,0,1,0,0,0,0,0
超然  ,1,0,1,0,0,0,0,0
苦恼  ,0,1,0,1,1,0,1,0
泡影  ,0,0,0,1,1,0,0,0
击打  ,0,0,0,0,1,0,0,0
捉弄  ,0,1,1,1,1,0,1,0
怎能  ,0,0,0,0,1,0,0,0
抵抗  ,0,1,1,0,1,0,1,1
认输  ,0,0,0,1,1,0,0,0
回想  ,0,1,1,1,1,0,0,0
近在眼前  ,0,0,1,0,0,0,0,0
要活  ,0,0,0,0,0,0,0,1
懂得  ,1,0,1,0,1,0,0,1
累人  ,0,0,0,0,1,0,0,0
让爱  ,0,0,1,0,0,0,0,0
何必  ,0,1,0,1,1,0,1,1
上品  ,1,0,1,0,0,0,0,0
骂声  ,0,1,0,0,0,0,1,0
铺天盖地  ,0,1,0,0,1,1,0,0
指责ＳＢＳ  ,0,1,0,0,0,0,1,0
操蛋  ,0,1,0,0,0,0,1,0
没完没了  ,0,1,0,1,1,0,1,0
有失  ,0,1,0,1,1,0,1,0
认错  ,1,0,1,1,0,0,0,1
亲临  ,1,0,1,0,0,0,0,0
躬逢其盛  ,1,0,1,0,0,0,0,0
神秘化  ,0,0,1,0,0,0,0,0
当然  ,1,1,1,0,0,0,0,0
好奇心  ,0,0,1,0,0,1,0,1
重大  ,1,0,1,0,1,0,0,0
保密  ,0,1,1,0,1,0,1,1
不得已  ,0,1,0,1,1,0,1,0
冗长  ,0,1,0,0,0,0,0,0
说辞  ,0,1,0,0,0,0,0,0
淡化  ,0,1,1,1,0,0,0,0
恢宏  ,0,0,1,0,0,0,0,0
磅礴  ,0,0,1,0,0,0,0,0
创造力  ,0,0,1,0,0,0,0,1
觉着  ,0,0,0,0,0,0,0,1
大度  ,0,0,1,0,0,0,0,0
睡醒  ,0,0,0,1,0,0,0,0
赛跑  ,1,0,0,0,0,0,0,0
悄悄话  ,1,0,1,0,0,0,0,0
童年  ,0,0,1,0,0,0,0,0
酸甜  ,0,0,1,0,0,0,0,0
修好  ,1,0,1,0,0,0,0,0
我倒  ,1,0,0,0,0,0,0,0
找着  ,0,0,0,0,0,0,0,1
大声  ,1,0,0,0,0,0,0,0
喊着  ,1,0,0,0,0,0,0,0
灵机一动  ,1,0,0,0,0,0,0,0
进去  ,1,0,0,0,0,0,0,1
沮丧  ,0,0,0,1,1,0,0,0
散步  ,1,0,1,0,0,0,0,0
减肥  ,0,1,1,0,1,0,0,0
游戏  ,1,1,1,1,1,0,0,0
怎么样  ,0,1,0,0,1,0,0,1
跟着  ,1,0,1,0,0,0,0,1
巩固  ,1,0,0,0,0,0,0,0
能力  ,1,0,1,0,0,0,0,0
耐性  ,0,0,1,0,0,0,0,0
我认  ,1,0,1,0,0,0,0,1
转眼间  ,1,0,0,0,0,1,0,1
承诺  ,1,0,1,0,0,0,0,1
女强人  ,0,0,1,0,0,0,0,0
嬉笑  ,1,0,1,0,0,0,0,0
达到  ,1,0,1,0,0,1,0,1
束缚  ,0,1,0,1,1,0,1,0
无尽  ,0,0,0,1,1,0,0,0
平和  ,1,0,1,0,0,0,0,0
平实  ,1,0,0,0,0,0,0,0
舒心  ,1,0,1,0,0,0,0,0
面红耳赤  ,0,0,0,0,1,0,1,0
大同  ,0,0,1,0,0,0,0,0
享有  ,1,0,1,0,0,0,0,0
聚聚  ,1,0,0,0,0,0,0,0
散散  ,0,0,0,1,0,0,0,0
答案  ,1,0,1,0,0,0,0,0
平坦  ,1,0,1,0,0,0,0,0
想像  ,1,0,1,0,0,0,0,1
肤浅  ,0,1,0,0,1,0,0,0
风吹雨打  ,0,0,0,1,1,0,0,0
赋予  ,1,0,1,0,0,0,0,1
挥霍  ,0,1,0,1,0,0,1,0
亡羊补牢  ,1,0,0,0,0,0,0,0
听天由命  ,0,0,0,1,1,0,0,0
伟人  ,0,0,1,0,0,0,0,0
感触  ,0,0,1,1,0,0,0,0
显赫  ,1,0,1,0,0,1,0,0
不屈不挠  ,0,0,1,0,0,0,0,0
斗争  ,1,0,0,0,1,0,1,0
总统  ,0,0,1,0,0,0,0,0
贫苦  ,0,0,0,1,1,0,0,0
风雨兼程  ,0,0,1,0,0,0,0,0
转折点  ,1,0,1,0,0,0,0,1
幸好  ,1,0,1,0,0,0,0,0
良机  ,0,0,1,0,0,0,0,0
眷顾  ,1,0,1,0,0,0,0,0
弯路  ,0,1,0,0,0,0,0,0
学习机  ,0,0,1,0,0,0,0,0
后悔药  ,0,0,0,0,1,0,0,0
走弯路  ,0,0,0,0,1,0,0,0
早日  ,0,0,0,0,0,0,0,1
绽放  ,1,0,1,0,0,0,0,0
非凡  ,1,0,1,0,0,0,0,0
旅行  ,1,0,1,0,0,0,0,0
漫步  ,1,0,1,0,0,0,0,0
清凉  ,0,0,1,0,0,0,0,0
急促  ,0,0,0,0,1,0,0,0
晶莹  ,0,0,1,0,0,0,0,0
冰清玉洁  ,0,0,1,0,0,0,0,0
波澜壮阔  ,0,0,1,0,0,0,0,0
豪放  ,1,0,1,0,0,0,0,0
弱点  ,0,1,0,0,1,0,0,0
占有  ,0,1,1,0,1,0,1,1
结交  ,1,0,1,0,0,0,0,0
私情  ,0,0,1,0,0,0,0,0
交融  ,1,0,1,0,0,0,0,0
学着  ,0,0,0,0,0,0,0,1
残忍  ,0,1,0,1,1,0,1,0
敢于  ,1,0,1,0,1,0,0,1
惨淡  ,0,0,0,1,1,0,0,0
劣根性  ,0,1,0,1,1,0,0,0
易事  ,0,0,1,0,0,0,0,0
试着  ,0,0,0,0,0,0,0,1
纷争  ,0,1,0,0,1,0,0,0
倔强地  ,1,0,1,0,0,0,0,0
固守  ,0,0,1,0,1,0,0,0
从一而终  ,0,0,1,0,1,0,0,0
坚持不懈  ,0,0,1,0,0,0,0,0
愚昧  ,0,1,0,0,0,0,0,0
毫无意义  ,0,1,0,1,1,0,0,0
大彻大悟  ,1,0,0,0,0,0,0,0
扪心自问  ,0,0,1,0,1,0,0,0
情侣  ,0,0,1,0,0,0,0,0
疼惜  ,0,0,1,0,0,0,0,0
谈恋爱  ,1,0,1,0,0,0,0,0
爱神  ,0,0,1,0,0,0,0,0
扛着  ,0,0,0,0,1,0,0,0
大笑  ,1,0,1,0,0,0,0,0
掌控  ,1,0,1,0,0,0,0,0
我愿意  ,1,0,1,0,0,0,0,1
托付  ,0,0,1,0,0,0,0,0
受虐  ,0,0,0,1,0,0,0,0
变态  ,0,1,0,0,1,0,0,0
罢休  ,1,1,0,1,0,0,0,0
柔柔地  ,0,0,1,0,0,0,0,0
哀怨  ,0,1,0,1,1,0,1,0
情人  ,1,1,1,0,0,0,1,0
怀抱  ,1,0,1,0,0,0,0,1
撒娇  ,1,0,1,0,0,0,0,0
各奔东西  ,0,0,0,1,1,0,0,0
难听  ,0,1,0,0,1,0,0,0
受苦  ,0,0,0,1,0,0,0,0
逃走  ,0,1,0,1,0,0,1,1
孤孤单单  ,0,0,0,1,0,0,0,0
幽静  ,0,0,1,0,0,0,0,0
魅惑  ,0,0,1,0,0,0,0,0
飘舞  ,1,0,1,0,0,0,0,0
凄迷  ,0,0,0,1,1,0,0,0
落花  ,0,0,1,0,0,0,0,0
凄凉  ,0,0,0,1,1,0,0,0
聆听  ,0,0,1,0,0,0,0,1
花絮  ,0,0,1,0,0,0,0,0
摇曳  ,0,0,1,0,0,0,0,0
好坏  ,0,0,0,0,1,0,1,1
心态  ,0,0,1,0,0,0,0,0
功成名就  ,1,0,1,0,0,0,0,0
看看  ,0,0,1,1,0,0,0,1
完好  ,1,0,1,0,0,0,0,0
弥留之际  ,0,0,0,1,1,0,0,0
越小  ,0,0,0,1,0,0,0,0
灯红酒绿  ,0,1,1,0,1,0,0,0
糜烂  ,0,0,0,1,0,0,0,0
栖息地  ,0,0,1,0,1,0,0,0
空虚  ,0,1,0,1,1,0,0,0
冷落  ,0,1,0,1,1,0,1,0
二奶  ,0,1,0,0,0,0,0,0
秃顶  ,0,1,0,0,0,0,0,0
不择手段  ,0,1,0,0,0,0,1,0
往往  ,1,0,0,1,1,1,0,0
鬼门关  ,0,0,0,1,0,0,0,0
苟同  ,0,0,1,0,0,0,1,0
不可开交  ,1,0,0,0,1,0,0,0
充实  ,1,0,1,0,0,0,0,1
焦虑  ,0,0,0,1,1,0,0,0
疲倦  ,0,0,0,1,1,0,1,0
挣得  ,1,0,0,0,0,0,0,0
医药费  ,0,0,0,1,0,0,0,0
萎靡  ,0,0,0,1,1,0,0,0
神经衰弱  ,0,0,0,1,0,0,0,0
态度  ,0,0,1,0,0,0,0,0
留足  ,0,0,1,0,0,0,0,0
自留地  ,0,0,1,0,0,0,0,0
乐园  ,0,0,1,0,0,0,0,0
抗议  ,0,1,0,0,1,0,1,0
打扰  ,0,1,0,0,1,0,1,0
自在  ,1,0,1,0,0,0,0,0
代沟  ,0,0,0,0,1,0,0,0
自我  ,1,1,0,0,0,0,1,0
骄纵  ,0,1,0,0,0,0,0,0
保佑  ,1,0,1,0,0,0,0,1
小家伙  ,0,0,1,0,0,0,0,0
明眸皓齿  ,0,0,1,0,0,0,0,0
秀发  ,0,0,1,0,0,0,0,0
倾城倾国  ,0,0,1,0,0,0,0,0
早恋  ,0,1,0,0,0,0,0,0
爱慕者  ,0,0,1,0,0,0,0,0
可叹  ,0,0,0,1,1,0,0,0
悔之晚矣  ,0,0,0,0,1,0,0,0
扰乱  ,0,1,0,0,0,0,1,0
琐事  ,0,1,1,0,1,0,0,0
朝气  ,1,0,1,0,0,0,0,1
甘之如饴  ,0,0,1,0,0,0,0,0
病态  ,0,1,0,0,1,0,0,0
省得  ,1,0,0,0,0,0,0,0
哀叹  ,0,0,0,1,1,0,0,0
青春年少  ,1,0,1,0,0,0,0,0
长久  ,1,0,1,0,0,0,0,1
资本  ,0,0,1,0,0,0,0,0
美人  ,0,0,1,0,0,0,0,0
天籁  ,1,0,1,0,0,0,0,0
古色古香  ,0,0,1,0,0,0,0,0
千军万马  ,0,0,1,0,0,0,0,0
英姿  ,0,0,1,0,0,0,0,0
简陋  ,0,1,0,1,1,0,0,0
回味  ,1,0,1,0,0,0,0,0
想象  ,0,0,1,0,0,0,0,1
跳舞  ,0,0,1,0,0,0,0,0
缺憾  ,0,1,0,1,1,0,0,0
走散  ,0,0,0,1,0,0,0,0
诠释  ,1,0,1,0,0,0,0,0
堕落  ,0,1,0,1,1,0,1,0
情话  ,0,0,1,0,0,0,0,0
责任心  ,0,0,1,0,0,0,0,1
狠心  ,0,1,0,1,0,0,1,0
宠爱  ,1,0,1,0,0,0,0,0
虚幻  ,0,1,0,0,1,0,0,0
想我  ,1,0,1,0,0,0,0,1
反驳  ,0,1,0,0,0,0,1,0
想见  ,0,0,0,0,0,0,0,1
至亲  ,0,0,1,0,0,0,0,0
病倒  ,0,0,0,1,1,0,0,0
陪陪  ,1,0,1,0,0,0,0,0
治好  ,0,0,0,0,0,0,0,1
亲人  ,1,0,1,0,0,0,0,0
看望  ,1,0,1,0,0,0,0,0
空白  ,0,0,0,1,1,1,0,0
照看  ,0,0,1,0,0,0,0,0
辛勤  ,1,0,1,0,0,0,0,1
犯愁  ,0,0,0,0,1,0,0,0
回首  ,0,0,1,1,0,0,0,0
分别  ,0,0,0,1,1,0,0,0
痊愈  ,1,0,1,0,0,0,0,0
放下  ,1,0,1,1,0,0,0,1
放开  ,1,0,0,0,0,0,0,0
飞翔  ,1,0,1,0,0,0,0,1
打败  ,1,1,0,1,1,0,0,0
打击  ,1,1,0,1,1,0,1,1
闲适  ,1,0,1,0,0,0,0,0
黄昏  ,0,0,0,1,0,0,0,0
争辩  ,0,0,0,0,1,0,0,1
乡思  ,0,0,1,0,0,0,0,0
叶落归根  ,1,0,0,0,0,0,0,0
操劳  ,0,0,0,0,1,0,0,0
花香  ,0,0,1,0,0,0,0,0
鸟语  ,0,0,1,0,0,0,0,0
恬淡  ,0,0,1,0,0,0,0,0
寻梦  ,0,0,1,0,0,0,0,1
余晖  ,0,0,1,0,0,0,0,0
静静的  ,1,0,1,0,1,0,0,0
分享  ,1,0,1,0,0,0,0,1
经不起  ,0,0,0,1,1,0,0,0
陌生  ,0,0,0,1,1,0,0,0
沉默  ,0,0,0,1,1,0,0,0
想喊  ,0,0,0,0,0,0,0,1
在装  ,0,1,0,0,0,0,0,0
掩饰  ,0,1,0,1,1,0,1,0
难堪  ,0,1,0,1,1,0,0,0
沉淀  ,1,0,1,0,0,0,0,0
认识  ,1,0,1,0,0,0,0,0
施加压力  ,0,0,0,0,1,0,0,0
种美  ,0,0,1,0,0,0,0,0
躁动  ,0,1,0,0,1,0,0,0
不期而至  ,1,0,0,0,1,1,1,0
强行  ,0,1,0,0,0,0,1,0
幽雅  ,0,0,1,0,0,0,0,0
随心所欲  ,1,0,0,0,0,0,0,1
随着  ,1,0,1,0,0,0,0,1
急于求成  ,0,0,0,0,1,0,0,0
中学  ,0,0,1,0,0,0,0,0
悄悄的  ,0,0,1,0,1,0,0,0
静谧  ,0,0,1,1,1,0,0,0
